Country or Area,Year,City,Value
United States of America,2007,Evansville (IN),116253
United States of America,2007,Fairfield (CA),103992
United States of America,2007,Fayetteville (NC),171853
United States of America,2007,Flint (MI),114662
United States of America,2007,Fontana (CA),183502
United States of America,2007,Fort Collins (CO),133899
United States of America,2007,Fort Lauderdale (FL),183606
United States of America,2007,Fort Wayne (IN),251247
United States of America,2007,Fort Worth (TX),681818
United States of America,2007,Fremont (CA),201334
United States of America,2007,Fresno (CA),470508
United States of America,2007,Fullerton (CA),132066
United States of America,2007,Gainesville (FL),114375
United States of America,2007,Garden Grove (CA),165610
United States of America,2007,Garland (TX),218792
United States of America,2007,Gilbert (AZ),207550
United States of America,2007,Glendale (AZ),253152
United States of America,2007,Glendale (CA),196979
United States of America,2007,Grand Prairie (TX),158422
United States of America,2007,Grand Rapids (MI),193627
United States of America,2007,Green Bay (WI),100781
United States of America,2007,Greensboro (NC),247183
United States of America,2007,Hampton (VA),146439
United States of America,2007,Hartford (CT),124563
United States of America,2007,Hayward (CA),140943
United States of America,2007,Henderson (NV),249386
United States of America,2007,Hialeah (FL),212217
United States of America,2007,High Point City (NC),100432
United States of America,2007,Hollywood (FL),142473
United States of America,2007,Urban Honolulu (HI),375571
United States of America,2007,Houston (TX),2208180
United States of America,2007,Huntington Beach (CA),192885
United States of America,2007,Huntsville (AL),171327
United States of America,2007,Independence (MO),110704
United States of America,2007,Indianapolis (IN),795458
United States of America,2007,Inglewood (CA),113376
United States of America,2007,Irvine (CA),201160
United States of America,2007,Irving (TX),199505
United States of America,2007,Jackson (MS),175710
United States of America,2007,Jacksonville (FL),805605
United States of America,2007,Jersey City (NJ),242389
United States of America,2007,Joliet (IL),144316
United States of America,2007,Kansas City (KS),142320
United States of America,2007,Kansas City (MO),450375
United States of America,2007,Killeen (TX),112434
United States of America,2007,Knoxville (TN),183546
United States of America,2007,Lafayette (LA),113544
United States of America,2007,Lakewood (CO),140305
United States of America,2007,Lancaster (CA),143616
United States of America,2007,Lansing (MI),114947
United States of America,2007,Laredo (TX),217506
United States of America,2007,Las Vegas (NV),558880
United States of America,2007,Lexington-Fayette (KY),279044
United States of America,2007,Lincoln (NE),248744
United States of America,2007,Little Rock (AR),187452
United States of America,2007,Long Beach (CA),466520
United States of America,2007,Los Angeles (CA),3834340
United States of America,2007,Louisville (KY),557789
United States of America,2007,Lowell (MA),103512
United States of America,2007,Lubbock (TX),217326
United States of America,2007,Madison (WI),228775
United States of America,2007,Manchester (NH),108874
United States of America,2007,McAllen (TX),127245
United States of America,2007,McKinney City (TX),115620
United States of America,2007,Memphis (TN),674028
United States of America,2007,Mesa (AZ),452933
United States of America,2007,Mesquite (TX),131738
United States of America,2007,Miami (FL),409719
United States of America,2007,Midland City (TX),103880
United States of America,2007,Milwaukee (WI),602191
United States of America,2007,Minneapolis (MN),377392
United States of America,2007,Miramar (FL),108240
United States of America,2007,Mobile (AL),191411
United States of America,2007,Modesto (CA),203955
United States of America,2007,Montgomery (AL),204086
United States of America,2007,Moreno Valley (CA),188936
United States of America,2007,Naperville (IL),142479
United States of America,2007,Nashville-Davidson (TN),590807
United States of America,2007,New Haven (CT),123932
United States of America,2007,New Orleans (LA),239124
United States of America,2007,New York (NY),8274527
United States of America,2007,Newark (NJ),280135
United States of America,2007,Newport News (VA),179153
United States of America,2007,Norfolk (VA),235747
United States of America,2007,Norman (OK),106707
United States of America,2007,North Las Vegas (NV),212114
United States of America,2007,Norwalk (CA),103720
United States of America,2007,Oakland (CA),401489
United States of America,2007,Oceanside (CA),168602
United States of America,2007,Oklahoma City (OK),547274
United States of America,2007,Olathe (KS),118034
United States of America,2007,Omaha (NE),424482
United States of America,2007,Ontario (CA),170936
United States of America,2007,Orange (CA),134299
United States of America,2007,Orlando (FL),227907
United States of America,2007,Overland Park (KS),169403
United States of America,2007,Oxnard (CA),184725
United States of America,2007,Palmdale (CA),140882
United States of America,2007,Palm Bay City (FL),100116
United States of America,2007,Pasadena (CA),143400
United States of America,2007,Pasadena (TX),146518
United States of America,2007,Paterson (NJ),146545
United States of America,2007,Pembroke Pines (FL),146828
United States of America,2007,Peoria (AZ),146743
United States of America,2007,Peoria (IL),113546
United States of America,2007,Philadelphia (PA),1449634
United States of America,2007,Phoenix (AZ),1552259
United States of America,2007,Pittsburgh (PA),311218
United States of America,2007,Plano (TX),260796
United States of America,2007,Pomona (CA),152631
United States of America,2007,Pompano Beach (FL),102745
United States of America,2007,Port St. Lucie (FL),151391
United States of America,2007,Portland (OR),550396
United States of America,2007,Portsmouth (VA),101967
United States of America,2007,Providence (RI),172459
United States of America,2007,Provo (UT),117592
United States of America,2007,Pueblo (CO),103805
United States of America,2007,Raleigh (NC),375806
United States of America,2007,Rancho Cucamonga (CA),170266
United States of America,2007,Reno (NV),214853
United States of America,2007,Richmond (CA),101454
United States of America,2007,Richmond (VA),200123
United States of America,2007,Riverside (CA),294437
United States of America,2007,Rochester (NY),206759
United States of America,2007,Rockford (IL),156596
United States of America,2007,Roseville (CA),108759
United States of America,2007,Sacramento (CA),460242
United States of America,2007,Salem (OR),151913
United States of America,2007,Salinas (CA),143517
United States of America,2007,Salt Lake City (UT),180651
United States of America,2007,San Antonio (TX),1328984
United States of America,2007,San Bernardino (CA),199285
United States of America,2007,San Buenaventura (CA),103219
United States of America,2007,San Diego (CA),1266731
United States of America,2007,San Francisco (CA),764976
United States of America,2007,San Jose (CA),939899
United States of America,2007,Santa Ana (CA),339555
United States of America,2007,Santa Clara (CA),109756
United States of America,2007,Santa Clarita (CA),169951
United States of America,2007,Santa Rosa (CA),154241
United States of America,2007,Savannah (GA),130331
United States of America,2007,Scottsdale (AZ),235677
United States of America,2007,Seattle (WA),594210
United States of America,2007,Shreveport (LA),199569
United States of America,2007,Simi Valley (CA),120464
United States of America,2007,Sioux Falls (SD),151505
United States of America,2007,South Bend (IN),104069
United States of America,2007,Spokane (WA),200975
United States of America,2007,Springfield (IL),117090
United States of America,2007,Springfield (MA),149938
United States of America,2007,Springfield (MO),154777
United States of America,2007,St. Louis (MO),350759
United States of America,2007,St. Paul (MN),277251
United States of America,2007,St. Petersburg (FL),246407
United States of America,2007,Stamford (CT),118475
United States of America,2007,Sterling Heights (MI),127349
United States of America,2007,Stockton (CA),287245
United States of America,2007,Sunnyvale (CA),131140
United States of America,2007,Syracuse (NY),139079
United States of America,2007,Tacoma (WA),196520
United States of America,2007,Tallahassee (FL),168979
United States of America,2007,Tampa (FL),336823
United States of America,2007,Tempe (AZ),174091
United States of America,2007,Thornton (CO),110880
United States of America,2007,Thousand Oaks (CA),123349
United States of America,2007,Toledo (OH),295029
United States of America,2007,Topeka (KS),122642
United States of America,2007,Torrance (CA),141420
United States of America,2007,Tucson (AZ),525529
United States of America,2007,Tulsa (OK),384037
United States of America,2007,Vallejo (CA),115552
United States of America,2007,Vancouver (WA),161436
United States of America,2007,Victorville City (CA),107221
United States of America,2007,Virginia Beach (VA),434743
United States of America,2007,Visalia (CA),118603
United States of America,2007,Waco (TX),122222
United States of America,2007,Warren (MI),134223
United States of America,2007,WASHINGTON (DC),588292
United States of America,2007,Waterbury (CT),107174
United States of America,2007,West Covina (CA),106388
United States of America,2007,West Jordan (UT),102445
United States of America,2007,West Valley City (UT),122374
United States of America,2007,Westminster (CO),106195
United States of America,2007,Wichita (KS),361420
United States of America,2007,Wichita Falls (TX),101590
United States of America,2007,Winston-Salem (NC),215348
United States of America,2007,Worcester (MA),173966
United States of America,2007,Yonkers (NY),199244
United States of America,2005,Abilene (TX),114757
United States of America,2005,Akron (OH),210795
United States of America,2005,Albuquerque (NM),494236
United States of America,2005,Alexandria (VA),135337
United States of America,2005,Allentown (PA),106992
United States of America,2005,Amarillo (TX),183021
United States of America,2005,Anaheim (CA),331804
United States of America,2005,Anchorage (AK),275043
United States of America,2005,Ann Arbor (MI),113271
United States of America,2005,Antioch (CA),100631
United States of America,2005,Arlington (TX),362805
United States of America,2005,Arlington (VA),195965
United States of America,2005,Arvada (CO),103966
United States of America,2005,Athens (GA),103238
United States of America,2005,Atlanta (GA),470688
United States of America,2005,Augusta (GA),190782
United States of America,2005,Aurora (CO),297235
United States of America,2005,Aurora (IL),168181
United States of America,2005,Austin (TX),690252
United States of America,2005,Bakersfield (CA),295536
United States of America,2005,Baltimore (MD),635815
United States of America,2005,Baton Rouge (LA),222064
United States of America,2005,Beaumont (TX),111799
United States of America,2005,Bellevue (WA),117137
United States of America,2005,Berkeley (CA),100744
United States of America,2005,Birmingham (AL),231483
United States of America,2005,Boise City (ID),193161
United States of America,2005,Boston (MA),559034
United States of America,2005,Bridgeport (CT),139008
United States of America,2005,Brownsville (TX),167493
United States of America,2005,Buffalo (NY),279745
United States of America,2005,Burbank (CA),104108
United States of America,2005,Cambridge (MA),100135
United States of America,2005,Cape Coral (FL),140010
United States of America,2005,Carrollton (TX),118870
United States of America,2005,Cary (NC),106439
United States of America,2005,Cedar Rapids (IA),123119
United States of America,2005,Chandler (AZ),234939
United States of America,2005,Charleston (SC),106712
United States of America,2005,Charlotte (NC),610949
United States of America,2005,Chattanooga (TN),154762
United States of America,2005,Chesapeake (VA),218968
United States of America,2005,Chicago (IL),2842518
United States of America,2005,Chula Vista (CA),210497
United States of America,2005,Cincinnati (OH),308728
United States of America,2005,Clarksville (TN),112878
United States of America,2005,Clearwater (FL),108687
United States of America,2005,Cleveland (OH),452208
United States of America,2005,Colorado Springs (CO),369815
United States of America,2005,Columbia (SC),117088
United States of America,2005,Columbus (GA),185271
United States of America,2005,Columbus (OH),730657
United States of America,2005,Concord (CA),123252
United States of America,2005,Coral Springs (FL),128804
United States of America,2005,Corona (CA),149387
United States of America,2005,Corpus Christi (TX),283474
United States of America,2005,Costa Mesa (CA),109830
United States of America,2005,Dallas (TX),1213825
United States of America,2005,Daly City (CA),100339
United States of America,2005,Dayton (OH),158873
United States of America,2005,Denton (TX),104153
United States of America,2005,Denver (CO),557917
United States of America,2005,Des Moines (IA),194163
United States of America,2005,Detroit (MI),886671
United States of America,2005,Downey (CA),109718
United States of America,2005,Durham (NC),204845
United States of America,2005,El Monte (CA),122513
United States of America,2005,El Paso (TX),598590
United States of America,2005,Elizabeth (NJ),125809
United States of America,2005,Elk Grove (CA),112338
United States of America,2005,Erie (PA),102612
United States of America,2005,Escondido (CA),134085
United States of America,2005,Eugene (OR),144515
United States of America,2005,Evansville (IN),115918
United States of America,2005,Fairfield (CA),104476
United States of America,2005,Fayetteville (NC),129928
United States of America,2005,Flint (MI),118551
United States of America,2005,Fontana (CA),163860
United States of America,2005,Fort Collins (CO),128026
United States of America,2005,Fort Lauderdale (FL),167380
United States of America,2005,Fort Wayne (IN),223341
United States of America,2005,Fort Worth (TX),624067
United States of America,2005,Fremont (CA),200468
United States of America,2005,Fresno (CA),461116
United States of America,2005,Fullerton (CA),132787
United States of America,2005,Gainesville (FL),108184
United States of America,2005,Garden Grove (CA),166075
United States of America,2005,Garland (TX),216346
United States of America,2005,Gilbert (AZ),173989
United States of America,2005,Glendale (AZ),239435
United States of America,2005,Glendale (CA),200065
United States of America,2005,Grand Prairie (TX),144337
United States of America,2005,Grand Rapids (MI),193780
United States of America,2005,Green Bay (WI),101203
United States of America,2005,Greensboro (NC),231962
United States of America,2005,Hampton (VA),145579
United States of America,2005,Hartford (CT),124397
United States of America,2005,Hayward (CA),140293
United States of America,2005,Henderson (NV),232146
United States of America,2005,Hialeah (FL),220485
United States of America,2005,Hollywood (FL),145629
United States of America,2005,Urban Honolulu (HI),377379
United States of America,2005,Houston (TX),2016582
United States of America,2005,Huntington Beach (CA),194457
United States of America,2005,Huntsville (AL),166313
United States of America,2005,Independence (MO),110208
United States of America,2005,Indianapolis (IN),784118
United States of America,2005,Inglewood (CA),114467
United States of America,2005,Irvine (CA),186852
United States of America,2005,Irving (TX),193649
United States of America,2005,Jackson (MS),177977
United States of America,2005,Jacksonville (FL),782623
United States of America,2005,Jersey City (NJ),239614
United States of America,2005,Joliet (IL),136208
United States of America,2005,Kansas City (KS),144210
United States of America,2005,Kansas City (MO),444965
United States of America,2005,Killeen (TX),100233
United States of America,2005,Knoxville (TN),180130
United States of America,2005,Lafayette (LA),112030
United States of America,2005,Lakewood (CO),140671
United States of America,2005,Lancaster (CA),134032
United States of America,2005,Lansing (MI),115518
United States of America,2005,Laredo (TX),208754
United States of America,2005,Las Vegas (NV),545147
United States of America,2005,Lexington-Fayette (KY),268080
United States of America,2005,Lincoln (NE),239213
United States of America,2005,Little Rock (AR),184564
United States of America,2005,Long Beach (CA),474014
United States of America,2005,Los Angeles (CA),3844829
United States of America,2005,Louisville (KY),556429
United States of America,2005,Lowell (MA),103111
United States of America,2005,Lubbock (TX),209737
United States of America,2005,Madison (WI),221551
United States of America,2005,Manchester (NH),109691
United States of America,2005,McAllen (TX),123622
United States of America,2005,Memphis (TN),672277
United States of America,2005,Mesa (AZ),442780
United States of America,2005,Mesquite (TX),129902
United States of America,2005,Miami (FL),386417
United States of America,2005,Milwaukee (WI),578887
United States of America,2005,Minneapolis (MN),372811
United States of America,2005,Miramar (FL),106623
United States of America,2005,Mobile (AL),191544
United States of America,2005,Modesto (CA),207011
United States of America,2005,Montgomery (AL),200127
United States of America,2005,Moreno Valley (CA),178367
United States of America,2005,Naperville (IL),141579
United States of America,2005,Nashville-Davidson (TN),549110
United States of America,2005,New Haven (CT),124791
United States of America,2005,New Orleans (LA),454863
United States of America,2005,New York (NY),8143197
United States of America,2005,Newark (NJ),280666
United States of America,2005,Newport News (VA),179899
United States of America,2005,Norfolk (VA),231954
United States of America,2005,Norman (OK),101719
United States of America,2005,North Las Vegas (NV),176635
United States of America,2005,Norwalk (CA),105834
United States of America,2005,Oakland (CA),395274
United States of America,2005,Oceanside (CA),166108
United States of America,2005,Oklahoma City (OK),531324
United States of America,2005,Olathe (KS),111334
United States of America,2005,Omaha (NE),414521
United States of America,2005,Ontario (CA),172679
United States of America,2005,Orange (CA),134950
United States of America,2005,Orlando (FL),213223
United States of America,2005,Overland Park (KS),164811
United States of America,2005,Oxnard (CA),183628
United States of America,2005,Palmdale (CA),134570
United States of America,2005,Pasadena (CA),143731
United States of America,2005,Pasadena (TX),143852
United States of America,2005,Paterson (NJ),149843
United States of America,2005,Pembroke Pines (FL),150380
United States of America,2005,Peoria (AZ),138200
United States of America,2005,Peoria (IL),112685
United States of America,2005,Philadelphia (PA),1463281
United States of America,2005,Phoenix (AZ),1461575
United States of America,2005,Pittsburgh (PA),316718
United States of America,2005,Plano (TX),250096
United States of America,2005,Pomona (CA),153787
United States of America,2005,Pompano Beach (FL),104179
United States of America,2005,Port St. Lucie (FL),131692
United States of America,2005,Portland (OR),533427
United States of America,2005,Portsmouth (VA),100169
United States of America,2005,Providence (RI),176862
United States of America,2005,Provo (UT),113459
United States of America,2005,Pueblo (CO),103495
United States of America,2005,Raleigh (NC),341530
United States of America,2005,Rancho Cucamonga (CA),169353
United States of America,2005,Reno (NV),203550
United States of America,2005,Richmond (CA),102186
United States of America,2005,Richmond (VA),193777
United States of America,2005,Riverside (CA),290086
United States of America,2005,Rochester (NY),211091
United States of America,2005,Rockford (IL),152916
United States of America,2005,Roseville (CA),105940
United States of America,2005,Sacramento (CA),456441
United States of America,2005,Salem (OR),148751
United States of America,2005,Salinas (CA),146431
United States of America,2005,Salt Lake City (UT),178097
United States of America,2005,San Antonio (TX),1256509
United States of America,2005,San Bernardino (CA),198550
United States of America,2005,San Buenaventura (CA),104017
United States of America,2005,San Diego (CA),1255540
United States of America,2005,San Francisco (CA),739426
United States of America,2005,San Jose (CA),912332
United States of America,2005,Santa Ana (CA),340368
United States of America,2005,Santa Clara (CA),105402
United States of America,2005,Santa Clarita (CA),168253
United States of America,2005,Santa Rosa (CA),153158
United States of America,2005,Savannah (GA),128453
United States of America,2005,Scottsdale (AZ),226013
United States of America,2005,Seattle (WA),573911
United States of America,2005,Shreveport (LA),198874
United States of America,2005,Simi Valley (CA),118687
United States of America,2005,Sioux Falls (SD),139517
United States of America,2005,South Bend (IN),105262
United States of America,2005,Spokane (WA),196818
United States of America,2005,Springfield (IL),115668
United States of America,2005,Springfield (MA),151732
United States of America,2005,Springfield (MO),150298
United States of America,2005,St. Louis (MO),344362
United States of America,2005,St. Paul (MN),275150
United States of America,2005,St. Petersburg (FL),249079
United States of America,2005,Stamford (CT),120045
United States of America,2005,Sterling Heights (MI),128034
United States of America,2005,Stockton (CA),286926
United States of America,2005,Sunnyvale (CA),128902
United States of America,2005,Syracuse (NY),141683
United States of America,2005,Tacoma (WA),195898
United States of America,2005,Tallahassee (FL),158500
United States of America,2005,Tampa (FL),325989
United States of America,2005,Tempe (AZ),161143
United States of America,2005,Thornton (CO),105182
United States of America,2005,Thousand Oaks (CA),124359
United States of America,2005,Toledo (OH),301285
United States of America,2005,Topeka (KS),121946
United States of America,2005,Torrance (CA),142384
United States of America,2005,Tucson (AZ),515526
United States of America,2005,Tulsa (OK),382457
United States of America,2005,Vallejo (CA),117483
United States of America,2005,Vancouver (WA),157493
United States of America,2005,Virginia Beach (VA),438415
United States of America,2005,Visalia (CA),108669
United States of America,2005,Waco (TX),120465
United States of America,2005,Warren (MI),135311
United States of America,2005,WASHINGTON (DC),550521
United States of America,2005,Waterbury (CT),107902
United States of America,2005,West Covina (CA),108185
United States of America,2005,West Valley City (UT),113300
United States of America,2005,Westminster (CO),105084
United States of America,2005,Wichita (KS),354865
United States of America,2005,Winston-Salem (NC),193755
United States of America,2005,Worcester (MA),175898
United States of America,2005,Yonkers (NY),196425
United States of America,2000,Abilene (TX),115930
United States of America,2000,Akron (OH),217074
United States of America,2000,Akron (OH),570215
United States of America,2000,Albuquerque (NM),448607
United States of America,2000,Albuquerque (NM),598191
United States of America,2000,Alexandria (VA),128283
United States of America,2000,Allentown (PA),106632
United States of America,2000,Allentown (PA),576408
United States of America,2000,Amarillo (TX),173627
United States of America,2000,Amarillo (TX),179312
United States of America,2000,Anaheim (CA),328014
United States of America,2000,Anchorage (AK),260283
United States of America,2000,Ann Arbor (MI),114024
United States of America,2000,Ann Arbor (MI),283904
United States of America,2000,Arlington (TX),332969
United States of America,2000,Arlington (VA),189453
United States of America,2000,Arvada (CO),102153
United States of America,2000,Athens (GA),101489
United States of America,2000,Athens (GA),106482
United States of America,2000,Atlanta (GA),416474
United States of America,2000,Atlanta (GA),3499840
United States of America,2000,Augusta (GA),199775
United States of America,2000,Augusta (GA),335630
United States of America,2000,Aurora (CO),276393
United States of America,2000,Aurora (IL),142990
United States of America,2000,Austin (TX),656562
United States of America,2000,Austin (TX),901920
United States of America,2000,Bakersfield (CA),247057
United States of America,2000,Bakersfield (CA),396125
United States of America,2000,Baltimore (MD),651154
United States of America,2000,Baltimore (MD),2076354
United States of America,2000,Baton Rouge (LA),227818
United States of America,2000,Baton Rouge (LA),479019
United States of America,2000,Beaumont (TX),113866
United States of America,2000,Beaumont (TX),139304
United States of America,2000,Bellevue (WA),109569
United States of America,2000,Berkeley (CA),102743
United States of America,2000,Birmingham (AL),242820
United States of America,2000,Birmingham (AL),663615
United States of America,2000,Boise City (ID),185787
United States of America,2000,Boise City (ID),272625
United States of America,2000,Boston (MA),589141
United States of America,2000,Boston (MA),4032484
United States of America,2000,Boulder (CO),1
United States of America,2000,Bridgeport (CT),139529
United States of America,2000,Bridgeport (CT),888890
United States of America,2000,Brownsville (TX),139722
United States of America,2000,Brownsville (TX),165776
United States of America,2000,Buffalo (NY),292648
United States of America,2000,Buffalo (NY),976703
United States of America,2000,Burbank (CA),100316
United States of America,2000,Cambridge (MA),101355
United States of America,2000,Cape Coral (FL),102286
United States of America,2000,Cape Coral (FL),329757
United States of America,2000,Carrollton (TX),109576
United States of America,2000,Cedar Rapids (IA),120758
United States of America,2000,Cedar Rapids (IA),155334
United States of America,2000,Centennial (CO),1
United States of America,2000,Chandler (AZ),176581
United States of America,2000,Charlotte (NC),540828
United States of America,2000,Charlotte (NC),758927
United States of America,2000,Chattanooga (TN),155554
United States of America,2000,Chattanooga (TN),343509
United States of America,2000,Chesapeake (VA),199184
United States of America,2000,Chicago (IL),2896016
United States of America,2000,Chicago (IL),8307904
United States of America,2000,Chula Vista (CA),173556
United States of America,2000,Cincinnati (OH),331285
United States of America,2000,Cincinnati (OH),1503262
United States of America,2000,Clarksville (TN),103455
United States of America,2000,Clarksville (TN),121775
United States of America,2000,Clearwater (FL),108787
United States of America,2000,Cleveland (OH),478403
United States of America,2000,Cleveland (OH),1786647
United States of America,2000,Colorado Springs (CO),360890
United States of America,2000,Colorado Springs (CO),466122
United States of America,2000,Columbia (SC),116278
United States of America,2000,Columbia (SC),420537
United States of America,2000,Columbus (GA),186291
United States of America,2000,Columbus (GA),242324
United States of America,2000,Columbus (OH),711470
United States of America,2000,Columbus (OH),1133193
United States of America,2000,Concord (CA),121780
United States of America,2000,Concord (CA),552624
United States of America,2000,Coral Springs (FL),117549
United States of America,2000,Corona (CA),124966
United States of America,2000,Corpus Christi (TX),277454
United States of America,2000,Corpus Christi (TX),293925
United States of America,2000,Costa Mesa (CA),108724
United States of America,2000,Dallas (TX),1188580
United States of America,2000,Dallas (TX),4145659
United States of America,2000,Daly City (CA),103621
United States of America,2000,Dayton (OH),166179
United States of America,2000,Dayton (OH),703444
United States of America,2000,Denver (CO),554636
United States of America,2000,Denver (CO),1984887
United States of America,2000,Des Moines (IA),198682
United States of America,2000,Des Moines (IA),370505
United States of America,2000,Detroit (MI),951270
United States of America,2000,Detroit (MI),3903377
United States of America,2000,Downey (CA),107323
United States of America,2000,Durham (NC),187035
United States of America,2000,Durham (NC),287796
United States of America,2000,El Monte (CA),115965
United States of America,2000,El Paso (TX),563662
United States of America,2000,El Paso (TX),674801
United States of America,2000,Elizabeth (NJ),120568
United States of America,2000,Erie (PA),103717
United States of America,2000,Erie (PA),194804
United States of America,2000,Escondido (CA),133559
United States of America,2000,Eugene (OR),137893
United States of America,2000,Eugene (OR),224049
United States of America,2000,Evansville (IN),121582
United States of America,2000,Evansville (IN),211989
United States of America,2000,Fayetteville (NC),121015
United States of America,2000,Fayetteville (NC),172585
United States of America,2000,Flint (MI),124943
United States of America,2000,Flint (MI),365096
United States of America,2000,Fontana (CA),128929
United States of America,2000,Fort Collins (CO),118652
United States of America,2000,Fort Collins (CO),206633
United States of America,2000,Fort Lauderdale (FL),152397
United States of America,2000,Fort Wayne (IN),205727
United States of America,2000,Fort Wayne (IN),287759
United States of America,2000,Fort Worth (TX),534694
United States of America,2000,Fremont (CA),203413
United States of America,2000,Fresno (CA),427652
United States of America,2000,Fresno (CA),554923
United States of America,2000,Frisco (TX),1
United States of America,2000,Fullerton (CA),126003
United States of America,2000,Garden Grove (CA),165196
United States of America,2000,Garland (TX),215768
United States of America,2000,Gary (IN),102746
United States of America,2000,Gilbert (AZ),109697
United States of America,2000,Glendale (AZ),218812
United States of America,2000,Glendale (CA),194973
United States of America,2000,Grand Prairie (TX),127427
United States of America,2000,Grand Rapids (MI),197800
United States of America,2000,Grand Rapids (MI),539080
United States of America,2000,Green Bay (WI),102313
United States of America,2000,Green Bay (WI),187316
United States of America,2000,Greensboro (NC),223891
United States of America,2000,Greensboro (NC),267884
United States of America,2000,Hampton (VA),146437
United States of America,2000,Hartford (CT),121578
United States of America,2000,Hartford (CT),851535
United States of America,2000,Hayward (CA),140030
United States of America,2000,Henderson (NV),175381
United States of America,2000,Hialeah (FL),226419
United States of America,2000,Hollywood (FL),139357
United States of America,2000,Urban Honolulu (HI),371657
United States of America,2000,Urban Honolulu (HI),718182
United States of America,2000,Houston (TX),1953631
United States of America,2000,Houston (TX),3822509
United States of America,2000,Huntington Beach (CA),189594
United States of America,2000,Huntsville (AL),158216
United States of America,2000,Huntsville (AL),213253
United States of America,2000,Independence (MO),113288
United States of America,2000,Indianapolis (IN),791926
United States of America,2000,Indianapolis (IN),1218919
United States of America,2000,Inglewood (CA),112580
United States of America,2000,Irvine (CA),143072
United States of America,2000,Irving (TX),191615
United States of America,2000,Jackson (MS),184256
United States of America,2000,Jackson (MS),292637
United States of America,2000,Jacksonville (FL),735617
United States of America,2000,Jacksonville (FL),882295
United States of America,2000,Jersey City (NJ),240055
United States of America,2000,Joliet (IL),106221
United States of America,2000,Kansas City (KS),146866
United States of America,2000,Kansas City (MO),441545
United States of America,2000,Kansas City (MO),1361744
United States of America,2000,Knoxville (TN),173890
United States of America,2000,Knoxville (TN),419830
United States of America,2000,Lafayette (LA),110257
United States of America,2000,Lafayette (LA),178079
United States of America,2000,Lakewood (CO),144126
United States of America,2000,Lancaster (CA),118718
United States of America,2000,Lancaster (CA),263532
United States of America,2000,Lansing (MI),119128
United States of America,2000,Lansing (MI),300032
United States of America,2000,Laredo (TX),176576
United States of America,2000,Las Vegas (NV),478434
United States of America,2000,Las Vegas (NV),1314357
United States of America,2000,Lexington-Fayette (KY),260512
United States of America,2000,Lincoln (NE),225581
United States of America,2000,Lincoln (NE),226582
United States of America,2000,Little Rock (AR),183133
United States of America,2000,Little Rock (AR),360331
United States of America,2000,Livonia (MI),100545
United States of America,2000,Long Beach (CA),461522
United States of America,2000,Los Angeles (CA),3694820
United States of America,2000,Los Angeles (CA),11789487
United States of America,2000,Louisville (KY),256231
United States of America,2000,Louisville (KY),863582
United States of America,2000,Lowell (MA),105167
United States of America,2000,Lubbock (TX),199564
United States of America,2000,Lubbock (TX),202225
United States of America,2000,Madison (WI),208054
United States of America,2000,Madison (WI),329533
United States of America,2000,Manchester (NH),107006
United States of America,2000,Manchester (NH),143549
United States of America,2000,McAllen (TX),106414
United States of America,2000,McAllen (TX),523144
United States of America,2000,Memphis (TN),650100
United States of America,2000,Memphis (TN),972091
United States of America,2000,Mesa (AZ),396375
United States of America,2000,Mesquite (TX),124523
United States of America,2000,Miami (FL),362470
United States of America,2000,Miami (FL),4919036
United States of America,2000,Milwaukee (WI),596974
United States of America,2000,Milwaukee (WI),1308913
United States of America,2000,Minneapolis (MN),382618
United States of America,2000,Minneapolis (MN),2388593
United States of America,2000,Mobile (AL),198915
United States of America,2000,Mobile (AL),317605
United States of America,2000,Modesto (CA),188856
United States of America,2000,Modesto (CA),310945
United States of America,2000,Montgomery (AL),201568
United States of America,2000,Moreno Valley (CA),142381
United States of America,2000,Naperville (IL),128358
United States of America,2000,Nashville-Davidson (TN),569891
United States of America,2000,Nashville-Davidson (TN),749935
United States of America,2000,New Haven (CT),123626
United States of America,2000,New Haven (CT),531314
United States of America,2000,New Orleans (LA),484674
United States of America,2000,New Orleans (LA),1009283
United States of America,2000,New York (NY),8008278
United States of America,2000,New York (NY),17799861
United States of America,2000,Newark (NJ),273546
United States of America,2000,Newport News (VA),180150
United States of America,2000,Norfolk (VA),234403
United States of America,2000,North Las Vegas (NV),115488
United States of America,2000,Norwalk (CA),103298
United States of America,2000,Oakland (CA),399484
United States of America,2000,Oceanside (CA),161029
United States of America,2000,Odessa (TX),1
United States of America,2000,Oklahoma City (OK),506132
United States of America,2000,Oklahoma City (OK),747003
United States of America,2000,Omaha (NE),390007
United States of America,2000,Omaha (NE),626623
United States of America,2000,Ontario (CA),158007
United States of America,2000,Orange (CA),128821
United States of America,2000,Orlando (FL),185951
United States of America,2000,Orlando (FL),1157431
United States of America,2000,Overland Park (KS),149080
United States of America,2000,Oxnard (CA),170358
United States of America,2000,Oxnard (CA),337591
United States of America,2000,Palmdale (CA),116670
United States of America,2000,Pasadena (CA),133936
United States of America,2000,Pasadena (TX),141674
United States of America,2000,Paterson (NJ),149222
United States of America,2000,Pembroke Pines (FL),137427
United States of America,2000,Peoria (AZ),108364
United States of America,2000,Peoria (IL),112936
United States of America,2000,Peoria (IL),247172
United States of America,2000,Philadelphia (PA),1517550
United States of America,2000,Philadelphia (PA),5149079
United States of America,2000,Phoenix (AZ),1321045
